time	V(out)
6.739229999875539e-003	1.723399e+000
6.754854999875539e-003	1.726581e+000
6.770479999875539e-003	1.713138e+000
6.786104999875539e-003	1.683199e+000
6.801729999875539e-003	1.637051e+000
6.817354999875539e-003	1.575140e+000
6.832979999875539e-003	1.498059e+000
6.848604999875539e-003	1.406551e+000
6.864229999875539e-003	1.301497e+000
6.879854999875539e-003	1.183907e+000
6.895479999875539e-003	1.054912e+000
6.911104999875539e-003	9.157553e-001
6.926729999875539e-003	7.677749e-001
6.942354999875539e-003	6.123959e-001
6.957979999875539e-003	4.511141e-001
6.973604999875539e-003	2.854827e-001
6.989229999875539e-003	1.170970e-001
7.004854999875539e-003	-5.242275e-002
7.020479999875539e-003	-2.214437e-001
7.036104999875539e-003	-3.883369e-001
7.051729999875539e-003	-5.514947e-001
7.067354999875539e-003	-7.093456e-001
7.082979999875539e-003	-8.603691e-001
7.098604999875539e-003	-1.003110e+000
7.114229999875539e-003	-1.136194e+000
7.129854999875539e-003	-1.258338e+000
7.145479999875539e-003	-1.368366e+000
7.161104999875539e-003	-1.465218e+000
7.176729999875539e-003	-1.547959e+000
7.192354999875539e-003	-1.615794e+000
7.207979999875539e-003	-1.668069e+000
7.223604999875539e-003	-1.704278e+000
7.239229999875539e-003	-1.724075e+000
7.254854999875539e-003	-1.727268e+000
7.270479999875539e-003	-1.713825e+000
7.286104999875539e-003	-1.683876e+000
7.301729999875539e-003	-1.637710e+000
7.317354999875539e-003	-1.575772e+000
7.332979999875539e-003	-1.498657e+000
7.348604999875539e-003	-1.407109e+000
7.364229999875539e-003	-1.302009e+000
7.379854999875539e-003	-1.184371e+000
7.395479999875539e-003	-1.055328e+000
7.411104999875539e-003	-9.161236e-001
7.426729999875539e-003	-7.680985e-001
7.442354999875539e-003	-6.126790e-001
7.457979999875539e-003	-4.513629e-001
7.473604999875539e-003	-2.857038e-001
7.489229999875539e-003	-1.172978e-001
7.504854999875539e-003	5.223163e-002
7.520479999875539e-003	2.212514e-001
7.536104999875539e-003	3.881348e-001
7.551729999875539e-003	5.512745e-001
7.567354999875539e-003	7.090991e-001
7.582979999875539e-003	8.600889e-001
7.598604999875539e-003	1.002790e+000
7.614229999875539e-003	1.135830e+000
7.629854999875539e-003	1.257927e+000
7.645479999875539e-003	1.367906e+000
7.661104999875539e-003	1.464710e+000
7.676729999875539e-003	1.547407e+000
7.692354999875539e-003	1.615201e+000
7.707979999875539e-003	1.667441e+000
7.723604999875539e-003	1.703623e+000
7.739229999875539e-003	1.723401e+000
7.754854999875539e-003	1.726583e+000
7.770479999875539e-003	1.713140e+000
7.786104999875539e-003	1.683201e+000
7.801729999875539e-003	1.637053e+000
7.817354999875539e-003	1.575142e+000
7.832979999875539e-003	1.498061e+000
7.848604999875539e-003	1.406553e+000
7.864229999875539e-003	1.301499e+000
7.879854999875539e-003	1.183909e+000
7.895479999875539e-003	1.054915e+000
7.911104999875539e-003	9.157574e-001
7.926729999875539e-003	7.677771e-001
7.942354999875539e-003	6.123980e-001
7.957979999875539e-003	4.511161e-001
7.973604999875539e-003	2.854849e-001
7.989229999875539e-003	1.170991e-001
8.004854999875539e-003	-5.242065e-002
8.020479999875539e-003	-2.214416e-001
8.036104999875539e-003	-3.883348e-001
8.051729999875539e-003	-5.514925e-001
8.067354999875539e-003	-7.093434e-001
8.082979999875539e-003	-8.603671e-001
8.098604999875539e-003	-1.003108e+000
8.114229999875539e-003	-1.136192e+000
8.129854999875539e-003	-1.258336e+000
8.145479999875539e-003	-1.368364e+000
8.161104999875539e-003	-1.465216e+000
8.176729999875539e-003	-1.547957e+000
8.192354999875539e-003	-1.615792e+000
8.207979999875539e-003	-1.668066e+000
8.223604999875539e-003	-1.704276e+000
8.239229999875539e-003	-1.724073e+000
8.254854999875539e-003	-1.727265e+000
8.270479999875539e-003	-1.713823e+000
8.286104999875539e-003	-1.683874e+000
8.301729999875539e-003	-1.637708e+000
8.317354999875539e-003	-1.575769e+000
8.332979999875539e-003	-1.498655e+000
8.348604999875539e-003	-1.407107e+000
8.364229999875539e-003	-1.302007e+000
8.379854999875539e-003	-1.184369e+000
8.395479999875539e-003	-1.055326e+000
8.411104999875539e-003	-9.161215e-001
8.426729999875539e-003	-7.680963e-001
8.442354999875539e-003	-6.126769e-001
8.457979999875539e-003	-4.513608e-001
8.473604999875539e-003	-2.857017e-001
8.489229999875539e-003	-1.172957e-001
8.504854999875539e-003	5.223374e-002
8.520479999875539e-003	2.212535e-001
8.536104999875539e-003	3.881369e-001
8.551729999875539e-003	5.512766e-001
8.567354999875539e-003	7.091011e-001
8.582979999875539e-003	8.600910e-001
8.598604999875539e-003	1.002793e+000
8.614229999875539e-003	1.135832e+000
8.629854999875539e-003	1.257929e+000
8.645479999875539e-003	1.367909e+000
8.661104999875539e-003	1.464712e+000
8.676729999875539e-003	1.547409e+000
8.692354999875539e-003	1.615203e+000
8.707979999875539e-003	1.667443e+000
